"row_id","customer_id","gender","region","age","age_band","product_name","category","unit_price","quantity","total_price","total_price_flagged","shipping_fee","shipping_status","order_date"
220,"CUST0109","Male","West",57,"56-65","Keyboard","Accessories","50.00",3,"150.00",False,"11.12","In Transit","2023-02-16"
221,"CUST0081","Male","West",38,"36-45","Smartwatch","Wearables","200.00",3,"600.00",False,"19.89","Returned","2023-08-07"
222,"CUST0298","Male","North",58,"56-65","Smartphone","Electronics","800.00",4,"3200.00",False,"18.55","Unknown","2023-04-04"
223,"CUST0189","Female","East",38,"36-45","Monitor","Electronics","300.00",1,"300.00",False,"11.89","In Transit","2023-05-01"
224,"CUST0092","Female","East",32,"26-35","Smartphone","Electronics","800.00",3,"2400.00",False,"14.12","In Transit","2023-09-28"
225,"CUST0254","Female","West",NULL,"Unknown","Mouse","Accessories","30.00",2,"60.00",False,"7.56","Delivered","2023-12-25"
226,"CUST0150","Male","South",63,"56-65","Headphones","Accessories","100.00",4,"400.00",False,"11.39","Delivered","2023-05-06"
227,"CUST0264","Female","West",59,"56-65","Keyboard","Accessories","103.65",4,"414.61",True,"10.49","Delivered","2023-08-21"
228,"CUST0105","Male","West",27,"26-35","Headphones","Accessories","100.00",3,"300.00",False,"17.92","Returned","2023-03-13"
229,"CUST0253","Female","West",51,"46-55","Laptop","Electronics","1500.00",1,"1500.00",False,"12.36","Returned","2023-02-28"
230,"CUST0188","Male","West",29,"26-35","Monitor","Electronics","300.00",4,"1200.00",False,"8.15","Delivered","2023-07-26"
231,"CUST0052","Male","East",66,"66+","Monitor","Electronics","300.00",2,"600.00",False,"19.10","Unknown","2023-07-02"
232,"CUST0204","Male","East",54,"46-55","Smartwatch","Wearables","200.00",5,"1000.00",False,"10.03","Returned","2023-10-17"
233,"CUST0180","Male","East",68,"66+","Monitor","Electronics","300.00",3,"900.00",False,"5.00","In Transit","2023-10-18"
234,"CUST0189","Female","West",NULL,"Unknown","Laptop","Electronics","1500.00",3,"4500.00",False,"9.92","Delivered","2023-04-06"
235,"CUST0023","Female","South",29,"26-35","Monitor","Electronics","300.00",3,"900.00",False,"18.32","Delivered","2023-07-20"
236,"CUST0263","Female","West",40,"36-45","Smartwatch","Wearables","200.00",1,"200.00",False,"8.82","Returned","2023-04-08"
237,"CUST0195","Male","West",48,"46-55","Keyboard","Accessories","50.00",3,"150.00",False,"16.84","Returned","2023-01-08"
238,"CUST0272","Female","West",52,"46-55","Laptop","Electronics","1500.00",5,"7500.00",False,"9.45","Unknown","2023-05-13"
239,"CUST0256","Male","East",69,"66+","Monitor","Electronics","300.00",4,"1200.00",False,"8.25","Returned","2023-08-15"
240,"CUST0131","Male","North",67,"66+","Smartphone","Electronics","800.00",4,"3200.00",False,"14.61","In Transit","2023-09-18"
241,"CUST0279","Female","North",59,"56-65","Mouse","Accessories","30.00",1,"30.00",False,"6.08","Returned","2023-02-15"
242,"CUST0250","Female","West",64,"56-65","Smartwatch","Wearables","200.00",2,"400.00",False,"15.94","Delivered","2023-11-28"
243,"CUST0012","Male","East",NULL,"Unknown","Mouse","Accessories","30.00",3,"90.00",False,"16.49","In Transit","2023-07-29"
244,"CUST0127","Female","South",62,"56-65","Smartphone","Electronics","800.00",4,"3200.00",False,"6.66","In Transit","2023-07-10"
245,"CUST0128","Female","North",52,"46-55","Monitor","Electronics","621.91",3,"1865.74",True,"11.04","Delivered","2023-10-25"
246,"CUST0155","Male","West",41,"36-45","Headphones","Accessories","100.00",3,"300.00",False,"11.98","Delivered","2023-06-12"
247,"CUST0115","Male","South",53,"46-55","Headphones","Accessories","100.00",5,"500.00",False,"5.93","In Transit","2023-07-22"
248,"CUST0115","Male","West",53,"46-55","Smartwatch","Wearables","200.00",5,"1000.00",False,"19.43","Returned","2023-06-25"
249,"CUST0282","Male","East",68,"66+","Smartphone","Electronics","800.00",3,"2400.00",False,"8.23","Returned","2023-11-29"
250,"CUST0158","Male","West",51,"46-55","Smartphone","Electronics","800.00",1,"800.00",False,"18.58","Returned","2023-10-03"
251,"CUST0088","Female","South",66,"66+","Laptop","Electronics","1500.00",1,"1500.00",False,"13.16","In Transit","2023-02-06"
252,"CUST0124","Male","South",53,"46-55","Monitor","Electronics","300.00",2,"600.00",False,"8.51","Returned","2023-05-17"
253,"CUST0055","Female","North",45,"36-45","Smartwatch","Wearables","200.00",2,"400.00",False,"10.82","Returned","2023-09-23"
254,"CUST0201","Female","South",49,"46-55","Laptop","Electronics","1500.00",3,"4500.00",False,"17.62","Returned","2023-12-25"
255,"CUST0256","Female","West",69,"66+","Mouse","Accessories","30.00",5,"150.00",False,"9.07","Delivered","2023-02-19"
256,"CUST0055","Male","East",45,"36-45","Keyboard","Accessories","50.00",1,"50.00",False,"11.27","Returned","2023-09-13"
257,"CUST0076","Male","South",26,"26-35","Monitor","Electronics","300.00",4,"1200.00",False,"6.90","Returned","2023-11-05"
258,"CUST0273","Male","South",55,"46-55","Monitor","Electronics","300.00",3,"900.00",False,"7.31","In Transit","2023-01-15"
259,"CUST0022","Female","Unknown",33,"26-35","Mouse","Accessories","30.00",1,"30.00",False,"15.29","Delivered","2023-02-27"
260,"CUST0204","Male","East",54,"46-55","Laptop","Electronics","1500.00",2,"3000.00",False,"12.68","Delivered","2023-05-11"
261,"CUST0194","Female","South",61,"56-65","Mouse","Accessories","30.00",1,"30.00",False,"19.54","In Transit","2023-04-16"
262,"CUST0138","Male","East",46,"46-55","Smartphone","Electronics","800.00",4,"3200.00",False,"17.82","Unknown","2023-03-17"
263,"CUST0071","Female","North",46,"46-55","Mouse","Accessories","30.00",4,"120.00",False,"10.01","In Transit","2023-04-11"
264,"CUST0044","Female","North",30,"26-35","Keyboard","Accessories","50.00",4,"200.00",False,"16.61","Returned","2023-10-16"
265,"CUST0273","Male","South",55,"46-55","Headphones","Accessories","100.00",4,"400.00",False,"18.99","In Transit","2023-10-16"
266,"CUST0196","Female","East",37,"36-45","Headphones","Accessories","100.00",4,"400.00",False,"11.40","Delivered","2023-02-22"
267,"CUST0212","Female","East",62,"56-65","Mouse","Accessories","30.00",2,"60.00",False,"8.36","Delivered","2023-07-17"
268,"CUST0106","Female","East",NULL,"Unknown","Mouse","Accessories","30.00",5,"150.00",False,"10.03","Delivered","2023-06-30"
269,"CUST0133","Male","North",47,"46-55","Headphones","Accessories","100.00",3,"300.00",False,"15.00","Delivered","2023-07-09"
270,"CUST0262","Male","West",27,"26-35","Mouse","Accessories","30.00",4,"120.00",False,"16.05","Returned","2023-05-07"
271,"CUST0280","Female","East",44,"36-45","Keyboard","Accessories","50.00",4,"200.00",False,"12.30","In Transit","2023-03-22"
272,"CUST0074","Male","North",36,"36-45","Smartwatch","Wearables","200.00",2,"400.00",False,"12.03","Returned","2023-08-28"
273,"CUST0300","Female","East",NULL,"Unknown","Mouse","Accessories","30.00",3,"90.00",False,"11.56","In Transit","2023-01-17"
274,"CUST0027","Female","North",36,"36-45","Laptop","Electronics","1500.00",4,"6000.00",False,"11.21","Unknown","2023-10-16"
275,"CUST0016","Male","South",61,"56-65","Smartphone","Electronics","800.00",1,"800.00",False,"17.43","Delivered","2023-01-10"
276,"CUST0152","Male","South",69,"66+","Smartphone","Electronics","800.00",3,"2400.00",False,"13.57","Returned","2023-03-25"
277,"CUST0278","Female","East",52,"46-55","Smartwatch","Wearables","200.00",3,"600.00",False,"10.21","In Transit","2023-01-29"
278,"CUST0095","Female","South",60,"56-65","Smartphone","Electronics","800.00",5,"4000.00",False,"18.75","Delivered","2023-01-19"
279,"CUST0229","Male","West",45,"36-45","Monitor","Electronics","300.00",1,"300.00",False,"16.70","Delivered","2023-09-16"
280,"CUST0128","Male","West",52,"46-55","Monitor","Electronics","300.00",1,"300.00",False,"14.67","Delivered","2023-07-21"
281,"CUST0032","Female","South",63,"56-65","Monitor","Electronics","300.00",5,"1500.00",False,"18.00","Returned","2023-03-21"
282,"CUST0283","Female","South",67,"66+","Keyboard","Accessories","50.00",5,"250.00",False,"10.04","In Transit","2023-05-03"
283,"CUST0238","Male","West",26,"26-35","Keyboard","Accessories","50.00",4,"200.00",False,"10.23","Delivered","2023-01-24"
284,"CUST0051","Male","West",41,"36-45","Smartwatch","Wearables","200.00",4,"800.00",False,"8.56","Returned","2024-01-03"
285,"CUST0144","Female","South",NULL,"Unknown","Smartphone","Electronics","800.00",5,"4000.00",False,"10.52","Delivered","2023-12-01"
286,"CUST0134","Male","South",58,"56-65","Monitor","Electronics","300.00",5,"1500.00",False,"19.72","Delivered","2023-05-16"
287,"CUST0129","Male","South",66,"66+","Mouse","Accessories","30.00",2,"60.00",False,"9.19","In Transit","2023-05-07"
288,"CUST0148","Female","West",67,"66+","Headphones","Accessories","100.00",2,"200.00",False,"19.58","Returned","2023-06-01"
289,"CUST0211","Male","North",35,"26-35","Smartphone","Electronics","800.00",5,"4000.00",False,"15.61","In Transit","2023-01-27"
290,"CUST0272","Male","South",52,"46-55","Keyboard","Accessories","50.00",2,"100.00",False,"13.78","Delivered","2023-09-04"
291,"CUST0092","Female","East",32,"26-35","Mouse","Accessories","30.00",5,"150.00",False,"15.68","Delivered","2023-11-06"
292,"CUST0203","Female","Unknown",33,"26-35","Smartwatch","Wearables","200.00",1,"200.00",False,"14.86","Returned","2023-09-24"
293,"CUST0109","Male","North",57,"56-65","Smartwatch","Wearables","200.00",1,"200.00",False,"13.34","Returned","2023-09-08"
294,"CUST0204","Female","South",54,"46-55","Laptop","Electronics","1500.00",5,"7500.00",False,"5.02","Returned","2023-08-28"
295,"CUST0291","Male","West",49,"46-55","Smartwatch","Wearables","200.00",4,"800.00",False,"18.56","Delivered","2023-03-18"
296,"CUST0153","Female","South",40,"36-45","Headphones","Accessories","100.00",5,"500.00",False,"14.22","Delivered","2023-02-02"
297,"CUST0220","Male","North",67,"66+","Headphones","Accessories","100.00",5,"500.00",False,"13.85","Returned","2023-03-15"
298,"CUST0199","Female","North",41,"36-45","Mouse","Accessories","30.00",3,"90.00",False,"18.37","Returned","2024-01-03"
299,"CUST0245","Male","West",63,"56-65","Smartphone","Electronics","800.00",2,"1600.00",False,"19.63","Delivered","2023-12-27"
300,"CUST0228","Male","North",25,"18-25","Smartphone","Electronics","800.00",1,"800.00",False,"5.64","In Transit","2023-09-23"
301,"CUST0106","Male","North",50,"46-55","Laptop","Electronics","1500.00",5,"7500.00",False,"15.14","In Transit","2023-06-08"
302,"CUST0174","Male","West",68,"66+","Mouse","Accessories","30.00",4,"120.00",False,"14.02","Returned","2023-09-13"
303,"CUST0161","Male","West",62,"56-65","Smartwatch","Wearables","200.00",3,"600.00",False,"17.90","Returned","2023-01-03"
304,"CUST0204","Male","South",54,"46-55","Smartphone","Electronics","800.00",1,"800.00",False,"7.77","Returned","2023-07-23"
305,"CUST0062","Male","West",43,"36-45","Smartwatch","Wearables","200.00",2,"400.00",False,"13.02","Delivered","2023-10-08"
306,"CUST0114","Male","South",60,"56-65","Keyboard","Accessories","50.00",1,"50.00",False,"6.25","In Transit","2023-02-06"
307,"CUST0102","Male","West",25,"18-25","Monitor","Electronics","300.00",3,"900.00",False,"9.94","Delivered","2023-10-21"
308,"CUST0140","Male","East",50,"46-55","Smartphone","Electronics","800.00",1,"800.00",False,"10.36","Returned","2023-05-25"
309,"CUST0142","Female","South",32,"26-35","Smartphone","Electronics","800.00",1,"800.00",False,"8.45","Returned","2023-04-28"
310,"CUST0016","Male","East",61,"56-65","Smartphone","Electronics","800.00",2,"1600.00",False,"19.07","Delivered","2023-10-03"
311,"CUST0023","Male","South",NULL,"Unknown","Keyboard","Accessories","50.00",5,"250.00",False,"10.03","Returned","2023-11-01"
312,"CUST0008","Female","West",18,"18-25","Mouse","Accessories","30.00",4,"120.00",False,"8.76","In Transit","2023-06-30"
313,"CUST0268","Male","North",21,"18-25","Monitor","Electronics","300.00",2,"600.00",False,"5.69","Returned","2023-08-03"
314,"CUST0162","Male","East",69,"66+","Headphones","Accessories","100.00",1,"100.00",False,"6.43","Returned","2023-05-26"
315,"CUST0121","Female","West",66,"66+","Smartwatch","Wearables","200.00",5,"1000.00",False,"19.19","Returned","2023-09-19"
316,"CUST0047","Female","West",41,"36-45","Smartwatch","Wearables","200.00",3,"600.00",False,"10.92","Returned","2023-06-18"
317,"CUST0148","Male","East",67,"66+","Keyboard","Accessories","50.00",5,"250.00",False,"11.17","In Transit","2023-03-03"
318,"CUST0251","Female","East",42,"36-45","Smartphone","Electronics","800.00",3,"2400.00",False,"10.65","In Transit","2023-11-18"
319,"CUST0028","Female","West",50,"46-55","Monitor","Electronics","300.00",1,"300.00",False,"14.36","Delivered","2023-08-05"
320,"CUST0174","Female","East",68,"66+","Headphones","Accessories","100.00",4,"400.00",False,"11.92","In Transit","2023-10-31"
321,"CUST0296","Female","East",50,"46-55","Smartphone","Electronics","800.00",5,"4000.00",False,"13.43","Returned","2023-08-11"
322,"CUST0085","Male","Unknown",NULL,"Unknown","Smartphone","Electronics","800.00",1,"800.00",False,"16.20","Returned","2023-11-25"
323,"CUST0281","Male","West",44,"36-45","Laptop","Electronics","1500.00",5,"7500.00",False,"7.21","Delivered","2023-11-21"
324,"CUST0010","Female","East",37,"36-45","Headphones","Accessories","100.00",3,"300.00",False,"7.41","Delivered","2023-03-27"
325,"CUST0186","Female","West",55,"46-55","Laptop","Electronics","1500.00",1,"1500.00",False,"19.04","In Transit","2023-10-20"
326,"CUST0281","Female","North",44,"36-45","Laptop","Electronics","1500.00",2,"3000.00",False,"9.87","Delivered","2023-11-27"
327,"CUST0031","Female","East",67,"66+","Smartphone","Electronics","800.00",5,"4000.00",False,"9.60","In Transit","2023-10-22"
328,"CUST0270","Female","East",NULL,"Unknown","Headphones","Accessories","100.00",3,"300.00",False,"13.33","Delivered","2023-02-10"
329,"CUST0039","Female","North",60,"56-65","Smartphone","Electronics","800.00",2,"1600.00",False,"19.20","In Transit","2023-08-11"
330,"CUST0063","Male","South",20,"18-25","Keyboard","Accessories","50.00",1,"50.00",False,"17.61","Returned","2023-08-13"
331,"CUST0097","Female","East",34,"26-35","Smartwatch","Wearables","200.00",1,"200.00",False,"17.66","Returned","2023-05-21"
332,"CUST0067","Female","North",19,"18-25","Laptop","Electronics","1500.00",4,"6000.00",False,"14.45","Delivered","2023-11-08"
333,"CUST0124","Female","East",NULL,"Unknown","Smartphone","Electronics","800.00",4,"3200.00",False,"19.17","In Transit","2023-06-17"
334,"CUST0284","Female","South",64,"56-65","Monitor","Electronics","300.00",3,"900.00",False,"19.12","In Transit","2023-06-17"
335,"CUST0010","Male","West",37,"36-45","Monitor","Electronics","300.00",1,"300.00",False,"9.72","Returned","2023-03-30"
336,"CUST0276","Female","West",66,"66+","Monitor","Electronics","300.00",1,"300.00",False,"18.63","Delivered","2023-11-01"
337,"CUST0256","Male","South",69,"66+","Smartphone","Electronics","800.00",3,"2400.00",False,"5.26","Unknown","2023-10-07"
338,"CUST0221","Female","South",33,"26-35","Mouse","Accessories","30.00",2,"60.00",False,"15.69","Delivered","2023-10-21"
339,"CUST0062","Female","West",43,"36-45","Monitor","Electronics","300.00",3,"900.00",False,"8.58","Returned","2023-11-02"
340,"CUST0219","Female","South",48,"46-55","Headphones","Accessories","207.30",1,"207.30",True,"9.55","Delivered","2023-01-23"
341,"CUST0053","Male","Unknown",25,"18-25","Keyboard","Accessories","50.00",3,"150.00",False,"11.95","Returned","2023-10-18"
342,"CUST0144","Female","South",54,"46-55","Smartphone","Electronics","800.00",4,"3200.00",False,"7.86","Returned","2023-08-07"
343,"CUST0081","Male","South",38,"36-45","Monitor","Electronics","300.00",5,"1500.00",False,"12.67","In Transit","2023-01-05"
344,"CUST0044","Female","South",30,"26-35","Monitor","Electronics","300.00",2,"600.00",False,"16.31","Delivered","2023-07-25"
345,"CUST0055","Female","South",45,"36-45","Smartwatch","Wearables","200.00",3,"600.00",False,"18.24","Returned","2023-11-25"
346,"CUST0272","Male","North",52,"46-55","Mouse","Accessories","30.00",3,"90.00",False,"11.88","Returned","2023-05-18"
347,"CUST0126","Female","South",66,"66+","Mouse","Accessories","30.00",2,"60.00",False,"5.53","In Transit","2023-10-16"
348,"CUST0167","Male","South",67,"66+","Smartwatch","Wearables","200.00",3,"600.00",False,"8.01","Delivered","2023-03-27"
349,"CUST0043","Female","South",22,"18-25","Mouse","Accessories","30.00",4,"120.00",False,"19.24","In Transit","2023-10-25"
350,"CUST0201","Male","West",49,"46-55","Monitor","Electronics","300.00",2,"600.00",False,"7.00","In Transit","2023-09-21"
351,"CUST0237","Male","South",65,"56-65","Smartwatch","Wearables","200.00",3,"600.00",False,"6.94","In Transit","2024-01-03"
352,"CUST0028","Female","East",NULL,"Unknown","Laptop","Electronics","1500.00",1,"1500.00",False,"6.62","Delivered","2023-02-22"
353,"CUST0150","Female","North",63,"56-65","Monitor","Electronics","300.00",3,"900.00",False,"19.87","Delivered","2023-08-23"
354,"CUST0247","Male","South",44,"36-45","Keyboard","Accessories","50.00",2,"100.00",False,"10.09","Delivered","2023-08-01"
355,"CUST0058","Female","East",42,"36-45","Monitor","Electronics","300.00",2,"600.00",False,"6.22","In Transit","2023-08-06"
356,"CUST0281","Male","West",NULL,"Unknown","Laptop","Electronics","1500.00",4,"6000.00",False,"7.66","Returned","2023-01-01"
357,"CUST0041","Male","East",64,"56-65","Smartphone","Electronics","800.00",4,"3200.00",False,"5.82","Returned","2023-10-02"
358,"CUST0204","Male","East",54,"46-55","Monitor","Electronics","300.00",4,"1200.00",False,"18.40","Delivered","2023-04-29"
359,"CUST0095","Female","North",60,"56-65","Smartwatch","Wearables","200.00",2,"400.00",False,"18.88","Delivered","2023-07-24"
360,"CUST0272","Female","North",52,"46-55","Smartwatch","Wearables","200.00",3,"600.00",False,"15.36","In Transit","2023-09-17"
361,"CUST0069","Male","East",NULL,"Unknown","Monitor","Electronics","300.00",4,"1200.00",False,"16.88","In Transit","2023-09-26"
362,"CUST0202","Male","South",56,"56-65","Headphones","Accessories","100.00",4,"400.00",False,"19.94","In Transit","2023-06-07"
363,"CUST0054","Female","North",64,"56-65","Headphones","Accessories","100.00",1,"100.00",False,"10.32","Delivered","2023-03-12"
364,"CUST0187","Female","East",25,"18-25","Keyboard","Accessories","50.00",4,"200.00",False,"7.33","Delivered","2023-10-24"
365,"CUST0065","Male","South",41,"36-45","Smartphone","Electronics","800.00",5,"4000.00",False,"6.41","In Transit","2023-12-01"
366,"CUST0019","Male","West",69,"66+","Smartwatch","Wearables","200.00",1,"200.00",False,"12.86","In Transit","2023-08-16"
367,"CUST0054","Female","North",64,"56-65","Keyboard","Accessories","50.00",1,"50.00",False,"13.13","In Transit","2023-02-13"
368,"CUST0018","Female","Unknown",38,"36-45","Mouse","Accessories","30.00",2,"60.00",False,"17.21","In Transit","2023-11-28"
369,"CUST0059","Male","North",18,"18-25","Laptop","Electronics","1500.00",2,"3000.00",False,"7.81","Returned","2023-06-22"
370,"CUST0075","Female","South",56,"56-65","Mouse","Accessories","30.00",5,"150.00",False,"5.44","In Transit","2023-06-23"
371,"CUST0129","Female","East",66,"66+","Smartphone","Electronics","800.00",3,"2400.00",False,"19.63","Delivered","2023-07-28"
372,"CUST0103","Male","North",NULL,"Unknown","Smartphone","Electronics","800.00",1,"800.00",False,"15.79","In Transit","2023-10-30"
373,"CUST0176","Female","South",51,"46-55","Laptop","Electronics","1500.00",3,"4500.00",False,"5.72","In Transit","2023-11-10"
374,"CUST0299","Female","West",58,"56-65","Smartwatch","Wearables","200.00",3,"600.00",False,"9.69","Returned","2024-01-03"
375,"CUST0178","Female","South",44,"36-45","Smartphone","Electronics","1658.43",3,"4975.30",True,"19.31","Delivered","2023-06-03"
376,"CUST0138","Female","East",46,"46-55","Laptop","Electronics","1500.00",4,"6000.00",False,"16.31","In Transit","2023-06-29"
377,"CUST0152","Male","East",69,"66+","Mouse","Accessories","30.00",1,"30.00",False,"10.99","In Transit","2023-10-06"
378,"CUST0212","Female","West",62,"56-65","Smartphone","Electronics","800.00",3,"2400.00",False,"16.12","In Transit","2023-08-01"
379,"CUST0208","Female","South",57,"56-65","Smartwatch","Wearables","200.00",2,"400.00",False,"8.71","Unknown","2023-05-18"
380,"CUST0026","Male","East",27,"26-35","Smartphone","Electronics","800.00",5,"4000.00",False,"12.26","Returned","2023-05-02"
381,"CUST0224","Female","East",57,"56-65","Smartphone","Electronics","800.00",1,"800.00",False,"19.34","Delivered","2023-11-20"
382,"CUST0131","Female","West",67,"66+","Laptop","Electronics","1500.00",2,"3000.00",False,"18.81","In Transit","2023-08-10"
383,"CUST0019","Male","North",69,"66+","Monitor","Electronics","300.00",1,"300.00",False,"14.91","Delivered","2023-04-05"
384,"CUST0291","Female","North",49,"46-55","Mouse","Accessories","30.00",1,"30.00",False,"5.60","Delivered","2023-04-19"
385,"CUST0032","Male","West",63,"56-65","Laptop","Electronics","1500.00",3,"4500.00",False,"19.69","In Transit","2023-12-30"
386,"CUST0230","Male","South",NULL,"Unknown","Laptop","Electronics","1500.00",4,"6000.00",False,"15.12","In Transit","2023-11-10"
387,"CUST0285","Female","North",58,"56-65","Headphones","Accessories","100.00",1,"100.00",False,"5.25","Delivered","2023-01-14"
388,"CUST0199","Male","North",41,"36-45","Headphones","Accessories","100.00",1,"100.00",False,"18.38","Returned","2023-07-05"
389,"CUST0045","Female","East",21,"18-25","Monitor","Electronics","300.00",3,"900.00",False,"15.22","In Transit","2024-01-03"
390,"CUST0063","Male","North",20,"18-25","Monitor","Electronics","300.00",4,"1200.00",False,"15.57","Delivered","2023-11-06"
391,"CUST0178","Male","East",44,"36-45","Laptop","Electronics","1500.00",5,"7500.00",False,"8.03","In Transit","2023-01-20"
392,"CUST0210","Female","North",30,"26-35","Monitor","Electronics","300.00",5,"1500.00",False,"16.68","Returned","2023-05-06"
393,"CUST0105","Female","North",27,"26-35","Headphones","Accessories","100.00",2,"200.00",False,"12.44","In Transit","2023-10-21"
394,"CUST0198","Male","South",NULL,"Unknown","Monitor","Electronics","300.00",3,"900.00",False,"6.39","Returned","2023-12-30"
395,"CUST0241","Female","East",27,"26-35","Keyboard","Accessories","50.00",1,"50.00",False,"11.72","In Transit","2023-07-10"
396,"CUST0201","Female","West",49,"46-55","Smartphone","Electronics","800.00",2,"1600.00",False,"6.85","Delivered","2024-01-03"
397,"CUST0052","Male","South",66,"66+","Mouse","Accessories","30.00",4,"120.00",False,"14.27","In Transit","2023-02-05"
398,"CUST0258","Female","North",39,"36-45","Laptop","Electronics","1500.00",3,"4500.00",False,"15.91","Returned","2023-02-03"
399,"CUST0123","Male","South",52,"46-55","Laptop","Electronics","1500.00",5,"7500.00",False,"16.01","In Transit","2023-11-22"
400,"CUST0285","Male","South",NULL,"Unknown","Smartphone","Electronics","800.00",3,"2400.00",False,"19.44","In Transit","2023-06-03"
401,"CUST0279","Female","West",59,"56-65","Mouse","Accessories","30.00",3,"90.00",False,"7.34","Returned","2023-04-26"
402,"CUST0052","Female","East",66,"66+","Headphones","Accessories","100.00",3,"300.00",False,"13.21","In Transit","2023-03-13"
403,"CUST0200","Female","West",NULL,"Unknown","Laptop","Electronics","1500.00",5,"7500.00",False,"11.03","Returned","2023-01-11"
404,"CUST0103","Female","South",23,"18-25","Keyboard","Accessories","50.00",5,"250.00",False,"14.12","In Transit","2023-04-10"
405,"CUST0129","Female","North",66,"66+","Smartwatch","Wearables","200.00",5,"1000.00",False,"10.43","Delivered","2023-03-07"
406,"CUST0012","Female","North",28,"26-35","Laptop","Electronics","1500.00",1,"1500.00",False,"12.71","Returned","2023-08-31"
407,"CUST0139","Male","East",57,"56-65","Smartphone","Electronics","800.00",2,"1600.00",False,"12.55","Unknown","2023-01-02"
408,"CUST0108","Male","South",NULL,"Unknown","Keyboard","Accessories","50.00",2,"100.00",False,"6.85","Returned","2023-10-19"
409,"CUST0196","Male","West",37,"36-45","Laptop","Electronics","1500.00",2,"3000.00",False,"17.23","Returned","2023-01-10"
410,"CUST0007","Male","East",52,"46-55","Headphones","Accessories","100.00",3,"300.00",False,"19.53","In Transit","2023-01-16"
411,"CUST0118","Male","West",NULL,"Unknown","Smartwatch","Wearables","200.00",3,"600.00",False,"18.62","Delivered","2023-07-23"
412,"CUST0227","Female","East",54,"46-55","Mouse","Accessories","30.00",5,"150.00",False,"14.71","In Transit","2023-12-04"
413,"CUST0219","Female","South",48,"46-55","Keyboard","Accessories","50.00",2,"100.00",False,"12.46","In Transit","2023-04-09"
414,"CUST0297","Male","East",61,"56-65","Monitor","Electronics","300.00",2,"600.00",False,"12.26","Returned","2023-04-25"
415,"CUST0098","Female","East",57,"56-65","Headphones","Accessories","100.00",4,"400.00",False,"8.84","In Transit","2023-02-28"
416,"CUST0284","Female","South",64,"56-65","Smartwatch","Wearables","200.00",5,"1000.00",False,"13.46","In Transit","2023-05-09"
417,"CUST0137","Female","West",19,"18-25","Monitor","Electronics","300.00",5,"1500.00",False,"19.39","Returned","2023-12-08"
418,"CUST0127","Male","North",62,"56-65","Headphones","Accessories","100.00",2,"200.00",False,"5.13","Delivered","2023-11-01"
419,"CUST0052","Male","East",66,"66+","Mouse","Accessories","30.00",2,"60.00",False,"6.23","In Transit","2023-06-11"
420,"CUST0162","Female","South",69,"66+","Smartwatch","Wearables","200.00",4,"800.00",False,"12.26","In Transit","2023-10-09"
421,"CUST0069","Female","East",66,"66+","Laptop","Electronics","1500.00",4,"6000.00",False,"16.92","In Transit","2023-09-23"
422,"CUST0011","Female","West",54,"46-55","Smartphone","Electronics","1658.43",2,"3316.86",True,"15.80","In Transit","2023-04-06"
423,"CUST0293","Male","South",32,"26-35","Laptop","Electronics","1500.00",3,"4500.00",False,"8.53","Returned","2023-11-17"
424,"CUST0078","Female","East",38,"36-45","Monitor","Electronics","300.00",1,"300.00",False,"7.57","Delivered","2023-02-07"
425,"CUST0290","Female","Unknown",37,"36-45","Headphones","Accessories","100.00",3,"300.00",False,"5.29","Returned","2023-09-30"
426,"CUST0130","Female","West",68,"66+","Smartwatch","Wearables","200.00",3,"600.00",False,"5.65","In Transit","2023-08-18"
427,"CUST0186","Female","East",55,"46-55","Smartwatch","Wearables","200.00",5,"1000.00",False,"18.29","Delivered","2023-01-10"
428,"CUST0164","Male","South",50,"46-55","Monitor","Electronics","300.00",3,"900.00",False,"11.22","In Transit","2023-03-16"
429,"CUST0024","Female","Unknown",57,"56-65","Monitor","Electronics","300.00",2,"600.00",False,"15.59","Returned","2023-09-02"
430,"CUST0006","Female","East",NULL,"Unknown","Smartwatch","Wearables","200.00",3,"600.00",False,"13.94","Delivered","2023-04-07"
431,"CUST0124","Female","North",53,"46-55","Monitor","Electronics","300.00",1,"300.00",False,"16.32","Delivered","2023-08-16"
432,"CUST0060","Female","West",41,"36-45","Headphones","Accessories","100.00",5,"500.00",False,"18.06","Delivered","2023-03-15"
433,"CUST0046","Female","North",22,"18-25","Mouse","Accessories","30.00",1,"30.00",False,"8.96","Returned","2023-03-03"
434,"CUST0280","Male","South",44,"36-45","Smartwatch","Wearables","200.00",4,"800.00",False,"6.43","Unknown","2023-03-03"
435,"CUST0012","Male","South",28,"26-35","Headphones","Accessories","100.00",3,"300.00",False,"17.16","Returned","2023-08-10"
436,"CUST0095","Male","East",60,"56-65","Mouse","Accessories","30.00",3,"90.00",False,"18.42","Delivered","2023-01-25"
437,"CUST0279","Female","Unknown",NULL,"Unknown","Mouse","Accessories","30.00",2,"60.00",False,"11.28","Returned","2023-09-19"
438,"CUST0158","Female","Unknown",51,"46-55","Monitor","Electronics","300.00",4,"1200.00",False,"6.91","In Transit","2023-09-13"
439,"CUST0193","Male","South",64,"56-65","Keyboard","Accessories","50.00",4,"200.00",False,"17.18","In Transit","2023-11-06"
440,"CUST0270","Male","East",64,"56-65","Keyboard","Accessories","50.00",1,"50.00",False,"18.23","Delivered","2023-05-24"
