customer_id,gender,most_common_region,age,age_band,total_orders,lifetime_spend,avg_order_value,first_order_date,last_order_date,customer_tenure_days,return_count,has_return_flag,recency_days,Recency,Frequency,Monetary,segment
CUST0208,Female,North,57.0,56-65,5,2720.0,544.0,2023-02-01,2023-09-19,230,1,True,107,107,5,2720.0,Loyal Customers
CUST0209,Male,North,63.0,56-65,1,250.0,250.0,2023-02-12,2023-02-12,0,0,False,326,326,1,250.0,At Risk / Lost
CUST0210,Female,South,30.0,26-35,3,3400.0,1133.33,2023-05-06,2023-12-31,239,3,True,4,4,3,3400.0,Developing Customers
CUST0211,Female,West,35.0,26-35,4,5640.0,1410.0,2023-01-27,2023-12-25,332,2,True,10,10,4,5640.0,Loyal Customers
CUST0212,Female,West,62.0,56-65,4,10060.0,2515.0,2023-07-02,2023-11-18,139,0,False,47,47,4,10060.0,Loyal Customers
CUST0213,Female,North,45.0,36-45,2,2200.0,1100.0,2023-01-02,2023-10-31,302,0,False,65,65,2,2200.0,Developing Customers
CUST0214,Female,South,45.0,36-45,1,600.0,600.0,2023-10-02,2023-10-02,0,0,False,94,94,1,600.0,Developing Customers
CUST0215,Female,East,35.0,26-35,2,1590.0,795.0,2023-01-22,2023-07-29,188,1,True,159,159,2,1590.0,At Risk / Lost
CUST0216,Female,South,53.0,46-55,5,6010.0,1202.0,2023-03-14,2023-10-27,227,4,True,69,69,5,6010.0,Loyal Customers
CUST0217,Male,South,18.0,18-25,1,90.0,90.0,2023-10-20,2023-10-20,0,0,False,76,76,1,90.0,Developing Customers
CUST0218,Female,East,36.0,36-45,5,9150.0,1830.0,2023-06-06,2023-11-03,150,2,True,62,62,5,9150.0,Loyal Customers
CUST0219,Female,South,48.0,46-55,4,681.68,170.42,2023-01-23,2023-09-28,248,1,True,98,98,4,681.68,Developing Customers
CUST0220,Female,North,67.0,66+,4,3650.0,912.5,2023-03-15,2023-07-09,116,3,True,179,179,4,3650.0,At Risk / Lost
CUST0221,Female,North,33.0,26-35,3,1110.0,370.0,2023-07-11,2023-11-01,113,1,True,64,64,3,1110.0,Developing Customers
CUST0222,Female,East,61.0,56-65,2,1660.0,830.0,2023-10-03,2023-11-13,41,1,True,52,52,2,1660.0,Developing Customers
CUST0223,Female,East,20.0,18-25,2,7624.38,3812.19,2023-02-01,2023-05-26,114,1,True,223,223,2,7624.38,At Risk / Lost
CUST0224,Female,East,57.0,56-65,2,1600.0,800.0,2023-11-20,2023-12-13,23,0,False,22,22,2,1600.0,Developing Customers
CUST0225,Female,East,65.0,56-65,4,1640.0,410.0,2023-01-31,2023-11-18,291,1,True,47,47,4,1640.0,Developing Customers
CUST0226,Female,West,43.0,36-45,3,6600.0,2200.0,2023-02-25,2023-10-08,225,2,True,88,88,3,6600.0,Developing Customers
CUST0227,Female,West,54.0,46-55,4,3350.0,837.5,2023-08-10,2023-12-07,119,1,True,28,28,4,3350.0,Loyal Customers
CUST0228,Female,North,25.0,18-25,6,5370.0,895.0,2023-01-24,2023-12-07,317,1,True,28,28,6,5370.0,Loyal Customers
CUST0229,Female,North,45.0,36-45,4,1090.0,272.5,2023-02-07,2023-09-16,221,0,False,110,110,4,1090.0,Developing Customers
CUST0230,Male,South,,Unknown,1,6000.0,6000.0,2023-11-10,2023-11-10,0,0,False,55,55,1,6000.0,Developing Customers
CUST0231,Female,North,,Unknown,2,7600.0,3800.0,2023-07-13,2023-11-30,140,1,True,35,35,2,7600.0,Developing Customers
CUST0232,Female,Unknown,44.0,36-45,4,9190.0,2297.5,2023-02-10,2023-11-07,270,2,True,58,58,4,9190.0,Loyal Customers
CUST0233,Male,West,24.0,18-25,1,600.0,600.0,2023-03-11,2023-03-11,0,0,False,299,299,1,600.0,At Risk / Lost
CUST0234,Female,South,44.0,36-45,2,7700.0,3850.0,2023-07-08,2023-09-12,66,2,True,114,114,2,7700.0,Developing Customers
CUST0235,Male,East,19.0,18-25,2,800.0,400.0,2023-03-06,2023-04-08,33,0,False,271,271,2,800.0,At Risk / Lost
CUST0236,Male,West,18.0,18-25,3,7600.0,2533.33,2023-01-23,2023-08-19,208,2,True,138,138,3,7600.0,Developing Customers
CUST0237,Male,South,65.0,56-65,1,600.0,600.0,2024-01-03,2024-01-03,0,0,False,1,1,1,600.0,Developing Customers
CUST0238,Female,West,26.0,26-35,5,2363.82,472.76,2023-01-03,2024-01-03,365,1,True,1,1,5,2363.82,Loyal Customers
CUST0239,Female,East,35.0,26-35,4,3950.0,987.5,2023-03-15,2023-11-18,248,0,False,47,47,4,3950.0,Loyal Customers
CUST0240,Female,West,39.0,36-45,5,2900.0,580.0,2023-05-29,2023-12-21,206,1,True,14,14,5,2900.0,Loyal Customers
CUST0241,Female,East,27.0,26-35,3,3350.0,1116.67,2023-02-03,2023-07-10,157,0,False,178,178,3,3350.0,At Risk / Lost
CUST0242,Female,North,58.0,56-65,3,4800.0,1600.0,2023-09-29,2023-12-30,92,1,True,5,5,3,4800.0,Developing Customers
CUST0243,Female,West,58.0,56-65,2,1700.0,850.0,2023-05-14,2023-08-13,91,1,True,144,144,2,1700.0,Developing Customers
CUST0244,Female,West,24.0,18-25,1,300.0,300.0,2023-02-21,2023-02-21,0,0,False,317,317,1,300.0,At Risk / Lost
CUST0245,Male,West,63.0,56-65,3,1720.0,573.33,2023-05-15,2023-12-27,226,2,True,8,8,3,1720.0,Developing Customers
CUST0246,Female,South,64.0,56-65,1,900.0,900.0,2023-09-29,2023-09-29,0,0,False,97,97,1,900.0,Developing Customers
CUST0247,Male,South,44.0,36-45,4,5600.0,1400.0,2023-01-19,2023-08-01,194,0,False,156,156,4,5600.0,Loyal Customers
CUST0248,Female,East,67.0,66+,2,1800.0,900.0,2023-07-26,2023-08-27,32,1,True,130,130,2,1800.0,Developing Customers
CUST0249,Male,South,33.0,26-35,1,1500.0,1500.0,2023-01-16,2023-01-16,0,0,False,353,353,1,1500.0,At Risk / Lost
CUST0250,Female,North,64.0,56-65,3,3500.0,1166.67,2023-05-22,2023-11-28,190,1,True,37,37,3,3500.0,Developing Customers
CUST0251,Female,East,42.0,36-45,3,5460.0,1820.0,2023-01-09,2023-11-18,313,0,False,47,47,3,5460.0,Developing Customers
CUST0252,Female,East,55.0,46-55,3,2100.0,700.0,2023-05-16,2023-10-16,153,1,True,80,80,3,2100.0,Developing Customers
CUST0253,Female,East,51.0,46-55,6,7750.0,1291.67,2023-02-28,2023-09-25,209,2,True,101,101,6,7750.0,Loyal Customers
CUST0254,Female,West,,Unknown,1,60.0,60.0,2023-12-25,2023-12-25,0,0,False,10,10,1,60.0,Developing Customers
CUST0255,Female,West,39.0,36-45,3,5700.0,1900.0,2023-02-18,2023-11-16,271,1,True,49,49,3,5700.0,Developing Customers
CUST0256,Female,East,69.0,66+,4,8250.0,2062.5,2023-02-19,2023-10-07,230,1,True,89,89,4,8250.0,Loyal Customers
CUST0257,Female,Unknown,54.0,46-55,1,60.0,60.0,2023-01-11,2023-01-11,0,0,False,358,358,1,60.0,At Risk / Lost
CUST0258,Female,North,39.0,36-45,3,6000.0,2000.0,2023-02-03,2023-07-23,170,1,True,165,165,3,6000.0,Developing Customers
CUST0259,Male,West,59.0,56-65,3,3960.0,1320.0,2023-05-01,2023-11-17,200,0,False,48,48,3,3960.0,Developing Customers
CUST0260,Male,East,32.0,26-35,2,1500.0,750.0,2023-05-22,2023-07-14,53,1,True,174,174,2,1500.0,At Risk / Lost
CUST0261,Male,North,48.0,46-55,2,7590.0,3795.0,2023-10-01,2023-11-09,39,1,True,56,56,2,7590.0,Developing Customers
CUST0262,Male,East,27.0,26-35,2,320.0,160.0,2023-05-07,2023-10-23,169,1,True,73,73,2,320.0,Developing Customers
CUST0263,Female,West,40.0,36-45,4,2400.0,600.0,2023-01-09,2023-09-13,247,1,True,113,113,4,2400.0,Developing Customers
CUST0264,Female,West,59.0,56-65,6,8081.47,1346.91,2023-02-01,2023-12-26,328,1,True,9,9,6,8081.47,Loyal Customers
CUST0265,Female,North,38.0,36-45,2,500.0,250.0,2023-05-29,2023-11-30,185,1,True,35,35,2,500.0,Developing Customers
CUST0266,Female,North,29.0,26-35,3,4350.0,1450.0,2023-01-26,2023-11-08,286,1,True,57,57,3,4350.0,Developing Customers
CUST0267,Male,North,29.0,26-35,1,4500.0,4500.0,2023-06-01,2023-06-01,0,1,True,217,217,1,4500.0,At Risk / Lost
CUST0268,Female,North,21.0,18-25,5,3540.0,708.0,2023-05-16,2023-12-08,206,2,True,27,27,5,3540.0,Loyal Customers
CUST0269,Female,East,64.0,56-65,4,12109.56,3027.39,2023-04-23,2023-12-03,224,3,True,32,32,4,12109.56,Loyal Customers
CUST0270,Female,East,64.0,56-65,4,2850.0,712.5,2023-02-10,2023-08-20,191,2,True,137,137,4,2850.0,Developing Customers
CUST0271,Female,South,46.0,46-55,5,2170.0,434.0,2023-04-10,2023-11-20,224,1,True,45,45,5,2170.0,Loyal Customers
CUST0272,Female,South,52.0,46-55,6,9180.0,1530.0,2023-03-30,2023-09-17,171,1,True,109,109,6,9180.0,Loyal Customers
CUST0273,Female,South,55.0,46-55,4,4390.0,1097.5,2023-01-15,2023-10-16,274,1,True,80,80,4,4390.0,Loyal Customers
CUST0274,Female,West,51.0,46-55,4,9100.0,2275.0,2023-01-07,2024-01-03,361,2,True,1,1,4,9100.0,Loyal Customers
CUST0276,Female,South,66.0,66+,7,9230.0,1318.57,2023-01-09,2023-12-01,326,0,False,34,34,7,9230.0,Loyal Customers
CUST0278,Female,East,52.0,46-55,1,600.0,600.0,2023-01-29,2023-01-29,0,0,False,340,340,1,600.0,At Risk / Lost
CUST0279,Female,West,59.0,56-65,4,4180.0,1045.0,2023-02-15,2023-11-24,282,3,True,41,41,4,4180.0,Loyal Customers
CUST0280,Female,East,44.0,36-45,3,1050.0,350.0,2023-03-03,2023-06-12,101,0,False,206,206,3,1050.0,At Risk / Lost
CUST0281,Female,West,44.0,36-45,8,17850.0,2231.25,2023-01-01,2023-11-27,330,2,True,38,38,8,17850.0,Champions
CUST0282,Male,North,68.0,66+,4,10600.0,2650.0,2023-02-12,2023-11-29,290,1,True,36,36,4,10600.0,Loyal Customers
CUST0283,Female,East,67.0,66+,4,5840.0,1460.0,2023-05-03,2023-11-08,189,0,False,57,57,4,5840.0,Loyal Customers
CUST0284,Female,South,64.0,56-65,5,2550.0,510.0,2023-04-11,2023-08-01,112,1,True,156,156,5,2550.0,Loyal Customers
CUST0285,Female,South,58.0,56-65,3,3700.0,1233.33,2023-01-14,2023-06-03,140,0,False,215,215,3,3700.0,At Risk / Lost
CUST0286,Female,North,63.0,56-65,2,1600.0,800.0,2023-03-08,2023-03-21,13,1,True,289,289,2,1600.0,At Risk / Lost
CUST0287,Female,South,60.0,56-65,1,3200.0,3200.0,2023-06-29,2023-06-29,0,1,True,189,189,1,3200.0,At Risk / Lost
CUST0288,Female,North,55.0,46-55,5,9750.0,1950.0,2023-01-25,2023-07-04,160,3,True,184,184,5,9750.0,Loyal Customers
CUST0289,Female,East,37.0,36-45,3,8620.0,2873.33,2023-07-06,2024-01-03,181,2,True,1,1,3,8620.0,Loyal Customers
CUST0290,Female,Unknown,37.0,36-45,3,1600.0,533.33,2023-04-20,2023-09-30,163,2,True,96,96,3,1600.0,Developing Customers
CUST0291,Female,South,49.0,46-55,4,2630.0,657.5,2023-03-18,2023-05-29,72,0,False,220,220,4,2630.0,At Risk / Lost
CUST0292,Male,South,21.0,18-25,1,120.0,120.0,2023-05-24,2023-05-24,0,0,False,225,225,1,120.0,At Risk / Lost
CUST0293,Female,East,32.0,26-35,5,14200.0,2840.0,2023-03-27,2023-11-17,235,2,True,48,48,5,14200.0,Champions
CUST0294,Female,East,49.0,46-55,1,150.0,150.0,2023-09-11,2023-09-11,0,0,False,115,115,1,150.0,Developing Customers
CUST0295,Female,West,26.0,26-35,4,8830.0,2207.5,2023-05-27,2023-12-31,218,1,True,4,4,4,8830.0,Loyal Customers
CUST0296,Female,South,50.0,46-55,6,7130.0,1188.33,2023-07-25,2024-01-03,162,3,True,1,1,6,7130.0,Loyal Customers
CUST0297,Male,East,61.0,56-65,2,1200.0,600.0,2023-04-25,2023-10-10,168,1,True,86,86,2,1200.0,Developing Customers
CUST0298,Female,South,58.0,56-65,4,5420.0,1355.0,2023-04-04,2023-11-11,221,2,True,54,54,4,5420.0,Loyal Customers
CUST0299,Female,West,58.0,56-65,7,10060.0,1437.14,2023-01-03,2024-01-03,365,5,True,1,1,7,10060.0,Loyal Customers
CUST0300,Female,East,66.0,66+,2,890.0,445.0,2023-01-17,2023-10-15,271,1,True,81,81,2,890.0,Developing Customers
